article_id,source,article_title,article_url,date_published,country,region_department,locality,latitude,longitude,sector,actor_company,community_actor,event_type,environmental_issue,source_text_excerpt,extraction_method,notes,geocode_status,geocode_precision,geocode_query,geocode_display_name
mongabay:url-e8a2dcdee43f,Mongabay Latam,"Derrame de más de 11 mil barriles de petróleo en el mar contamina fauna, playas y áreas protegidas en Perú",https://es.mongabay.com/2022/01/derrame-de-6000-barriles-de-petroleo-en-el-mar-contamina-fauna-playas-y-areas-protegidas-en-peru/,2022-01-19,Peru,,,-6.869970,-75.045851,oil_gas,,,pollution,oil spill,"Derrame de más de 11 mil barriles de petróleo en el mar contamina fauna, playas y áreas protegidas en Perú",metadata + topic tags + keyword rule,"Topic tags: america-del-sur, contaminacion, derrame-de-petroleo, latinoamerica, peru | Author: yvette",ok,country,Peru,Perú
elespectador:FBXKXADMARFRVEJVCSRTDL3J7I,El Espectador,“Deforestación dejará de ser un delito excarcelable”: Duque,https://www.elespectador.com/politica/deforestacion-dejara-de-ser-un-delito-excarcelable-duque/,2021-08-05,Colombia,,,4.099917,-72.908813,logging_deforestation,,,pollution,deforestation,El primer mandatario sancionó la Ley de Delitos Ambientales y anunció otra iniciativa para reducir su huella de carbono.,metadata + keyword rule,Author: Redacción Política | Section: Política,ok,country,Colombia,Colombia
elespectador:IOWGTCR7HJHDZAV6FREW5DE5U4,El Espectador,Deforestación en la Amazonía brasileña batió nuevo récord en junio,https://www.elespectador.com/ambiente/deforestacion-en-la-amazonia-brasilena-batio-nuevo-record-en-junio/,2021-07-09,Brazil,Amazonas,,-0.068586,-51.101045,logging_deforestation,,,,deforestation,La deforestación de la Amazonía brasileña batió en junio su cuarto récord mensual consecutivo y arrasó en los primeros seis meses del año 3.609 km2.,metadata + keyword rule,No event_type matched; manual review. | Author: Agencia AFP | Section: Ambiente,ok,feature,"Amazonas, Brazil","Amazon, Macapá, Amapá, Região Norte, Brasil"
elespectador:SADA4DH2M5CXXHRTQDLXM5RWQM,El Espectador,La minería legal también es culpable de la deforestación en Colombia,https://www.elespectador.com/ambiente/la-mineria-legal-tambien-es-culpable-de-la-deforestacion-en-colombia/,2021-06-12,Colombia,,,4.099917,-72.908813,mining,,,,deforestation,"Investigadores de la Universidad del Rosario encontraron que la minería legal contribuyó en un 3,4 % a la pérdida de bosque durante 17 años. Una ...",metadata + keyword rule,No event_type matched; manual review. | Author: Juliana Jaimes Vargas | Section: Ambiente,ok,country,Colombia,Colombia
infoamazonia:url-098816232ff3,InfoAmazonia,Gigante minero atropella a comunidades indígenas para explorar potasio en el Amazonas,https://infoamazonia.org/es/2021/05/13/gigante-minero-atropella-a-comunidades-indigenas-para-explorar-potasio-en-el-amazonas/,2021-05-13,Brazil,Amazonas,,-0.068586,-51.101045,mining,,,,,Potasio de Brasil firma un contrato multimillonario con China que incumple la decisión las autoridades y los pueblos indígenas.,metadata + editorial tags + keyword rule,"topics: amazonia-minada, autazes, mineria, mura, oit-169 | No event_type matched; manual review. | Author: Hyury Potter",ok,feature,"Amazonas, Brazil","Amazon, Macapá, Amapá, Região Norte, Brasil"
infoamazonia:url-8f1aa7c77942,InfoAmazonia,Las presiones detrás del desastre ambiental que vive la Amazonia,https://infoamazonia.org/es/2021/04/27/las-presiones-detras-del-desastre-ambiental-que-vive-la-amazonia/,2021-04-27,Colombia,,,4.099917,-72.908813,mining,,,,,"El 65,8 % de la selva tropical está sometida a algún tipo de actividad que afecta su conservación, como construcción de vías, extracción de petróleo, minería legal e ilegal, proyectos hidroeléctricos, actividad agropecuaria, extracción de madera y cultivos ilícitos.",metadata + editorial tags + keyword rule,"topics: actividad-agropecuaria, amazonia, carreteras, cultivos-ilicitos, extraccion-madera, hidroelectricas / regions: colombia | No event_type matched; manual review. | Author: Juliana Jaimes",ok,country,Colombia,Colombia
infoamazonia:url-defcfc3ec7f0,InfoAmazonia,Aves amazónicas momificadas: un rastro del tráfico animal de más de 500 años de antigüedad,https://infoamazonia.org/es/2021/04/19/aves-amazonicas-momificadas-un-rastro-del-trafico-animal-de-mas-de-500-anos-de-antiguedad/,2021-04-19,,,,,,logging_deforestation,,,,biodiversity loss,"El estudio analizó los restos de 27 loros y guacamayos enterrados entre los años 1.100 y 1.450 d. C. en el desierto de Atacama, en Chile. Los animales, originarios de la selva amazónica, habrían atravesado la región gracias a antiguas redes de tráfico.",metadata + editorial tags + keyword rule,"topics: amazonia, biodiversidad, trafico-de-vida-silvestre | No event_type matched; manual review. | Country not detected; manual review. | Author: Juliana Jaimes",no_location,,,
infoamazonia:url-c0dcb6c9e258,InfoAmazonia,La marea de sargazo amenaza al mar Caribe,https://infoamazonia.org/es/2021/03/23/la-marea-de-sargazo-amenaza-al-mar-caribe/,2021-03-23,,Atlántico,,10.677342,-74.971867,,,,violence,,"A una década de que fueran identificadas las primeras floraciones de sargazo en el Atlántico sur, estas algas pardas representan una de las mayores amenazas ecológicas para el Caribe, una región megadiversa que depende económicamente de sus recursos naturales.",metadata + editorial tags + keyword rule,No editorial tags; classified by keywords only. | No sector matched; manual review. | Country not detected; manual review. | Author: Alejandro Castro,ok,region,Atlántico,"Atlántico, RAP Caribe, Colombia"
mongabay:url-e759725bb1b6,Mongabay Latam,"Nacen dos cachorros de jaguar en Argentina, formalización pesquera en Perú, tráfico ilegal de caballitos de mar y más",https://es.mongabay.com/2021/02/nacen-dos-cachorros-de-jaguar-en-argentina-formalizacion-pesquera-en-peru-trafico-ilegal-de-caballitos-de-mar-y-mas/,2021-02-14,Peru,Pará,,-12.094179,-77.015213,oil_gas,,,,oil spill,"Aquí lo más importante de la semana ambiental de Mongabay Latam: Perú: formalización pesquera está por vencer y miles de pescadores podrían quedar en la ilegalidad En julio y octubre de este año se cumplen los plazos para que los pescadores artesanales de Perú puedan formalizarse, pero hasta ahora menos del 4 % ha logrado […]",metadata + topic tags + keyword rule,"Topic tags: comunidades-campesinas, derrame-de-petroleo, jaguares, medio-ambiente | No event_type matched; manual review. | Author: dalia",ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
mongabay:url-4b8789e7eb22,Mongabay Latam,Ecuador: derrame de petróleo en el río Shiripuno fue atendido dos meses después,https://es.mongabay.com/2021/02/derrame-petroleo-rio-shiripuno-ecuador/,2021-02-08,Ecuador,,,-1.339767,-79.366697,oil_gas,,,pollution,oil spill,Derrame petróleo río Shiripuno. La atención tardía podría no ser de utilidad porque el caudal del río ya arrastró el crudo.,metadata + topic tags + keyword rule,"Topic tags: amazonia, conflictos, derrame-de-petroleo, ecuador, latinoamerica, pueblos-indigenas | Author: Antonio Paz Cardona",ok,country,Ecuador,Ecuador
mongabay:url-b06fa12ecef9,Mongabay Latam,"Las deudas ambientales de Ecuador en 2020: derrame de petróleo, despidos de guardaparques y vulneraciones en la pandemia",https://es.mongabay.com/2021/01/ecuador-deudas-ambientales-2020/,2021-01-05,Ecuador,,,-1.339767,-79.366697,mining,,,pollution,oil spill,"Balance ambiental Ecuador 2020. Derrame de petróleo, durante la pandemia se han registrado delitos y se evidenció la ausencia del Estado.",metadata + topic tags + keyword rule,"Topic tags: conflictos, derrame-de-petroleo, ecuador, latinoamerica, medio-ambiente, mineria, oceanos, pueblos-indigenas | Author: Antonio Paz Cardona",ok,country,Ecuador,Ecuador
elespectador:YDAUXNDBTJG65ACJC63KMHPLOE,El Espectador,La minería afecta al 31% del territorio indígena en la Amazonia,https://www.elespectador.com/ambiente/la-mineria-afecta-al-31-del-territorio-indigena-en-la-amazonia-article/,2020-10-28,Colombia,,,4.099917,-72.908813,mining,,,,,Según un informe de RAISG.,metadata + keyword rule,No event_type matched; manual review. | Author: Agencia EFE | Section: Ambiente,ok,country,Colombia,Colombia
mongabay:url-4c66d44fefed,Mongabay Latam,Científicos venezolanos lideran lucha ciudadana contra nuevos derrames petroleros en el mar Caribe,https://es.mongabay.com/2020/08/derrame-de-petroleo-en-venezuela-parque-morrocoy/,2020-08-17,Venezuela,,,8.001871,-66.110932,oil_gas,,,pollution,oil spill,"Derrame de petróleo en Venezuela. Tres derrames en el mar Caribe, entre el 1 y el 11 de agosto, han impactado dos áreas protegidas del norte costero.",metadata + topic tags + keyword rule,"Topic tags: areas-naturales-protegidas, contaminacion, derrame-de-petroleo, latinoamerica, oceanos, petroleo, venezuela | Author: Antonio Paz Cardona",ok,country,Venezuela,Venezuela
elespectador:XCXRGP5COJGYPBMO5C2Q5D7YZU,El Espectador,"Terrorismo, contaminación y tala: las principales amenazas contra la biodiversidad de Colombia",https://www.elespectador.com/ambiente/terrorismo-contaminacion-y-tala-las-principales-amenazas-contra-la-biodiversidad-de-colombia-article-840920/,2020-04-15,Colombia,,,4.099917,-72.908813,logging_deforestation,,,pollution,biodiversity loss,"Otra tragedia tiene que ver con el consumo de 24 kilos de plástico por persona al año en el país, según la ONG Greenpeace, lo que hace prever que se ...",metadata + keyword rule,Author: Claudia Polanco Yermanos / EFE | Section: Ambiente,ok,country,Colombia,Colombia
elespectador:M5DGDA4CMBCYJFZ3FLXHOZ5HNU,El Espectador,Mineros salen a la calle a defender su oficio,https://www.elespectador.com/ambiente/mineros-salen-a-la-calle-a-defender-su-oficio-article-706031/,2020-04-14,Colombia,Bolívar,,9.366048,-74.802364,mining,,,,,"Alrededor de 500 trabajadores del sector minero, y sus familias, se reunieron este martes en la Plaza Bolívar de Bogotá. Defienden la compatibilidad ...",metadata + keyword rule,No event_type matched; manual review. | Author: Redacción Medio ambiente | Section: Ambiente,ok,region,"Bolívar, Colombia","Bolívar, RAP Caribe, Colombia"
elespectador:DMZQGYN2PRHIXJPI5EXEKKEYLY,El Espectador,Las trabas para exportar oro “verde”,https://www.elespectador.com/ambiente/las-trabas-para-exportar-oro-verde-article-681512/,2020-04-14,Colombia,Nariño,,1.584227,-77.858577,mining,,,,mercury contamination,"En Nariño, una cooperativa minera explota oro sin utilizar una sola gota de mercurio. A pesar de que está certificada a nivel mundial, dice que una ...",metadata + keyword rule,No event_type matched; manual review. | Author: Maria Paula Rubiano | Section: Ambiente,ok,region,"Nariño, Colombia","Nariño, RAP Pacífico, Colombia"
mongabay:url-5b4315e30f96,Mongabay Latam,Ecuador: erosión de la cascada San Rafael rompe oleoductos y contamina el río Coca,https://es.mongabay.com/2020/04/cascada-san-rafael-derrame-petroleo-ecuador/,2020-04-09,Ecuador,,,-1.339767,-79.366697,oil_gas,,,,oil spill,Cascada San Rafael en Ecuador. Geólogos e hidrólogos advirtieron de la erosión regresiva. El 7 de abril dos oleoductos se rompieron.,metadata + topic tags + keyword rule,"Topic tags: agua, amazonia, derrame-de-petroleo, ecuador, latinoamerica, rios | No event_type matched; manual review. | Author: Antonio Paz Cardona",ok,country,Ecuador,Ecuador
infoamazonia:url-ef86e82624ef,InfoAmazonia,Defensores de los cerros sagrados,https://infoamazonia.org/es/2020/02/28/defensores-de-los-cerros-sagrados/,2020-02-28,Colombia,Vaupés,,0.422812,-70.946837,mining,,,consultation_dispute,biodiversity loss,"En Vaupés, Amazonía colombiana, los indígenas se aferran a sus creencias para protegerse de la minería. Una concesión para la explotación de coltán tiene en vilo a tres comunidades: hay líderes amenazados y su derecho a la consulta previa fue irrespetado.",metadata + editorial tags + keyword rule,"topics: biodiversidad, colombia, pueblos-indigenas | Author: Stefano Wrobleski",ok,region,"Vaupés, Colombia","Vaupés, RAP Amazonía, Colombia"
mongabay:url-5d546c24568b,Mongabay Latam,Empresarios mineros multados en Chile: conozca sus proyectos petroleros en Latinoamérica,https://es.mongabay.com/2020/01/chile-empresarios-mineros-multados-proyectos-petroleros-en-latinoamerica/,2020-01-21,Peru,,,-6.869970,-75.045851,mining,,,,oil spill,"Empresarios multados en Chile por minería ilegal, suman derrames de petróleo en Perú y concesiones petroleras en áreas protegidas en Paraguay",metadata + topic tags + keyword rule,"Topic tags: chile, derrame-de-petroleo, exploraciones-petroleras, industria-petrolera, latinoamerica, mineria, mineria-ilegal, paraguay | No event_type matched; manual review. | Author: michelle",ok,country,Peru,Perú
mongabay:url-326f3163b4f2,Mongabay Latam,Perú: nuevo derrame de petróleo en el Lote 192 se extiende por el río Corrientes,https://es.mongabay.com/2019/11/peru-nuevo-derrame-de-petroleo-en-el-lote-192-se-extiende-por-el-rio-corrientes/,2019-11-27,Peru,Antioquia,,-12.057563,-76.561121,oil_gas,,,pollution,oil spill,"Un nuevo derrame de petróleo del lote 192 se produjo el 23 de noviembre en la comunidad de Antioquía, en la región Loreto.",metadata + topic tags + keyword rule,"Topic tags: amazonia, contaminacion, derrame-de-petroleo, latinoamerica, peru, pueblo-indigenas, rios | Author: yvette",ok,town,"Antioquia, Peru","Antioquía, Huarochirí, Lima, Perú"
mongabay:url-6aa1a084111e,Mongabay Latam,PetroPerú recibe multa de 83 millones de soles por derrame de petróleo en la Amazonía,https://es.mongabay.com/2019/10/petroperu-multa-83-millones-amazonia/,2019-10-22,Peru,,,-6.869970,-75.045851,oil_gas,,,pollution,oil spill,Según la resolución del organismo de fiscalización ambiental la empresa de petróleo no realizó las acciones de mantenimiento al Oleoducto Norperuano.,metadata + topic tags + keyword rule,"Topic tags: amazonia, derrame-de-petroleo, latinoamerica, medio-ambiente, peru, pueblo-indigenas, rios | Author: yvette",ok,country,Peru,Perú
mongabay:url-e84cc98dd4cb,Mongabay Latam,Perú: gobierno declara emergencia en comunidades nativas por derrame de petróleo,https://es.mongabay.com/2019/07/peru-derrame-de-petroleo-emergencia-loreto/,2019-07-02,Peru,Loreto,,-5.000000,-75.000000,oil_gas,,,pollution,oil spill,El gobierno peruano declaró emergencia sanitarias en las comunidades afectadas por un derrame de petróleo en la región Loreto.,metadata + topic tags + keyword rule,"Topic tags: amazonia, america-del-sur, bosques, conflicto, contaminacion, derrame-de-petroleo, latinoamerica, medioambiente | Author: yvette",ok,region,"Loreto, Peru","Loreto, Perú"
mongabay:url-5c6a38093fb2,Mongabay Latam,Perú: mapa permite conocer los humedales de la región amazónica de Loreto,https://es.mongabay.com/2018/07/peru-mapa-permite-conocer-los-humedales-la-region-amazonica-loreto/,2018-07-27,Peru,Loreto,,-5.000000,-75.000000,oil_gas,,,,oil spill,"Loreto es una de las regiones del país que más humedales posee. Estos frágiles ecosistemas que albergan una elevada diversidad biológica y que brindan servicios ambientales directos e indirectos, cubren en total más de 12 millones de hectáreas de su territorio, es decir, el 32 % de este departamento amazónico. Sin embargo, más de una […]",metadata + topic tags + keyword rule,"Topic tags: amazonia, biodiversidad, conservacion, derrame-de-petroleo, humedales, latinoamerica, peru, rios | No event_type matched; manual review. | Author: yvette",ok,region,"Loreto, Peru","Loreto, Perú"
mongabay:url-88b394a6dc25,Mongabay Latam,Cuninico: sentencia ratifica que Ministerio de Salud debe atender a afectados por derrame de petróleo,https://es.mongabay.com/2018/05/cuninico-sentencia-derrame-petroleo/,2018-05-24,Peru,,,-6.869970,-75.045851,oil_gas,,,pollution,oil spill,La justicia peruana dictó sentencia por el derrame de petróleo de 2014 en Cuninico. El fallo ordena al Ministerio de Salud brindar atención de emergencia.,metadata + topic tags + keyword rule,"Topic tags: amazonia, contaminacion, derrame-de-petroleo, latinoamerica, medio-ambiente, peru, pueblos-indigenas | Author: yvette",ok,country,Peru,Perú
mongabay:url-c16de3f38e0b,Mongabay Latam,Salvando la fauna afectada por el derrame de petróleo en Colombia,https://es.mongabay.com/2018/04/rescate-fauna-derrame-petroleo-colombia/,2018-04-06,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,oil spill,Las labores de rescate de fauna en el derrame de petróleo en Colombia han permitido salvar y atender a 4051 animales de la zona rural de Barrancabermeja.,metadata + topic tags + keyword rule,"Topic tags: animales, biodiversidad, bosques, colombia, contaminacion, derrame-de-petroleo, latinoamerica, medio-ambiente | Author: Antonio Paz Cardona",ok,country,Colombia,Colombia
mongabay:url-292ca3a72a55,Mongabay Latam,Derrame de petróleo en Colombia: continúa la emergencia ambiental y no se saben sus causas,https://es.mongabay.com/2018/04/no-se-saben-causas-derrame-petroleo-colombia/,2018-04-04,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,oil spill,"Más de un mes después del derrame de petróleo en Colombia, Ecopetrol sigue sin saber las causas del desastre ambiental en zona rural de Barrancabermeja.",metadata + topic tags + keyword rule,"Topic tags: biodiversidad, colombia, comunidades-campesinas, conflicto, conflictos-ambientales, contaminacion, derrame-de-petroleo, desastres-ambientales | Author: Antonio Paz Cardona",ok,country,Colombia,Colombia
mongabay:url-deda8e23a869,Mongabay Latam,Perú: explosión en estación de petróleo deja dos muertos y aviva críticas contra la empresa estatal Petroperú,https://es.mongabay.com/2017/12/peru-explosion-estacion-petroleo-deja-dos-muertos-aviva-criticas-la-empresa-estatal-petroperu/,2017-12-09,Peru,Pará,,-12.094179,-77.015213,oil_gas,,,,oil spill,"Tuvieron que pasar 32 horas para recuperar los cuerpos de las dos personas que fallecieron luego de que un tanque explotara en la estación 8 del Oleoducto Norperuano de PetroPerú, en la provincia cajamarquina de Jaén. Los trabajadores Alexander y Aldo Vásquez Valverde, de la empresa contratista Procin, desarrollaban labores de mantenimiento cuando fueron sorprendidos […]",metadata + topic tags + keyword rule,"Topic tags: amazonia, bosques, derrame-de-petroleo, latinoamerica, peru, petroleo | No event_type matched; manual review. | Author: alexa",ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
infoamazonia:url-4ec4699e8ec8,InfoAmazonia,¿Ayahuasca para tratar el alcoholismo?,https://infoamazonia.org/es/2017/11/20/ayahuasca-para-tratar-el-alcoholismo/,2017-11-20,,Pará,,-4.749393,-52.897301,,,,,,Investigadores encontraron que los consumidores de esta planta tradicional amazónica tienen menos problemas con el alcohol que los consumidores de LSD y,metadata + editorial tags + keyword rule,No editorial tags; classified by keywords only. | No sector matched; manual review. | No event_type matched; manual review. | Country not detected; manual review. | Author: Pablo Correa,ok,region,Pará,"Pará, Região Norte, Brasil"
mongabay:url-5d413d14ab71,Mongabay Latam,Chile: peligro de fuga de petróleo tras hundimiento de embarcación en Chiloé,https://es.mongabay.com/2017/10/chile-peligro-fuga-petroleo-tras-hundimiento-embarcacion-chiloe/,2017-10-19,Chile,Pará,,-33.444102,-70.656595,oil_gas,,,pollution,oil spill,"Una embarcación cargada con 67 000 litros de petróleo y 200 toneladas de peces se hundió este miércoles por la mañana en la isla de Chiloé, en la costa del sur de Chile y generó un despliegue de emergencia para evitar un posible derrame. El Gobernador Marítimo de Castro (capital de Chiloé), Héctor Aravena, informó […]",metadata + topic tags + keyword rule,"Topic tags: chile, contaminacion, derrame-de-petroleo, latinoamerica, medio-ambiente, oceanos | Author: alexa",ok,office,"Pará, Chile","Comisión para el Mercado Financiero, Avenida Libertador Bernardo O'Higgins, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320000, Chile"
infoamazonia:url-e6b9d34721b3,InfoAmazonia,La última locura para salvar la Amazonia,https://infoamazonia.org/es/2017/09/18/la-ultima-locura-para-salvar-la-amazonia/,2017-09-18,Colombia,Pará,,4.591814,-74.190385,,,,,biodiversity loss,Buscan crear un corredor ecológico que atraviese ocho naciones y salvaguarde un tercio del territorio amazónico. Martin von Hildebrand es el hombre detrás,metadata + editorial tags + keyword rule,"topics: biodiversidad, colombia, corredor-aaa, corredor-del-amazonas, derechos-indigenas, gaia-amazonas | No sector matched; manual review. | No event_type matched; manual review. | Author: Pablo Correa",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
mongabay:url-fb461d421eff,Mongabay Latam,Perú: Dos derrames de petróleo en comunidad de Nueva Alianza impactaron en 4425 metros cuadrados de territorio amazónico,https://es.mongabay.com/2016/08/peru-dos-derrames-petroleo-comunidad-nueva-alianza-impactaron-4-425-metros-cuadrados-territorio-amazonico/,2016-08-25,Peru,Loreto,,-5.000000,-75.000000,oil_gas,,,pollution,oil spill,"El área total del territorio amazónico que fue afectado por las dos fugas ocurridas el pasado 21 de agosto en la comunidad nativa de Nueva Alianza, en la región amazónica de Loreto, alcanza la extensión de más de 3 piscinas olímpicas, según datos exactos reportados por el Organismo de Evaluación y Fiscalización Ambiental (OEFA). Según […]",metadata + topic tags + keyword rule,"Topic tags: america-del-sur, contaminacion, derrame-de-petroleo, latinoamerica, medio-ambiente, peru, pueblos-indigenas | Author: milton",ok,region,"Loreto, Peru","Loreto, Perú"
elespectador:url-a23ac71b88f7,El Espectador,Bibo El Espectador: noticias ambientales y biodiversidad en Colombia,https://www.elespectador.com/ambiente/bibo/,,Colombia,,,4.099917,-72.908813,infrastructure,,,,biodiversity loss,"Últimas noticias de Bibo de El Espectador. Información y actualidad del medio ambiente, calendario ambiental,  parques naturales, animales en vía de extinción, ecosistemas, bosques y más en BIBO de El Espectador.",metadata + keyword rule,No event_type matched; manual review. | Author: El Espectador,ok,country,Colombia,Colombia
elespectador:url-aa884bc07478,El Espectador,"Noticias del Amazonas de Colombia: información, fotos y más",https://www.elespectador.com/ambiente/amazonas/,,Brazil,Amazonas,,-0.068586,-51.101045,logging_deforestation,,,,deforestation,"Noticias del Amazonas hoy. Información y actualidad sobre la selva amazónica, el río amazonas y todo sobre el departamento. Noticias ambientales, deforestación, videos, fotos y más en El Espectador.",metadata + keyword rule,No event_type matched; manual review. | Author: El Espectador,ok,feature,"Amazonas, Brazil","Amazon, Macapá, Amapá, Região Norte, Brasil"
